date,MOVE_Open,MOVE_High,MOVE_Low,MOVE_Close
2019-01-02,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055
2019-01-03,65.79000091552734,65.79000091552734,65.79000091552734,65.79000091552734
2019-01-04,65.81999969482422,65.81999969482422,65.81999969482422,65.81999969482422
2019-01-07,60.880001068115234,60.880001068115234,60.880001068115234,60.880001068115234
2019-01-08,59.04999923706055,59.04999923706055,59.04999923706055,59.04999923706055
2019-01-09,57.02000045776367,57.02000045776367,57.02000045776367,57.02000045776367
2019-01-10,56.650001525878906,56.650001525878906,56.650001525878906,56.650001525878906
2019-01-11,55.939998626708984,55.939998626708984,55.939998626708984,55.939998626708984
2019-01-14,55.34000015258789,55.34000015258789,55.34000015258789,55.34000015258789
2019-01-15,53.0099983215332,53.0099983215332,53.0099983215332,53.0099983215332
2019-01-16,51.95000076293945,51.95000076293945,51.95000076293945,51.95000076293945
2019-01-17,53.439998626708984,53.439998626708984,53.439998626708984,53.439998626708984
2019-01-18,53.779998779296875,53.779998779296875,53.779998779296875,53.779998779296875
2019-01-22,54.63999938964844,54.63999938964844,54.63999938964844,54.63999938964844
2019-01-23,54.189998626708984,54.189998626708984,54.189998626708984,54.189998626708984
2019-01-24,54.18000030517578,54.18000030517578,54.18000030517578,54.18000030517578
2019-01-25,52.5,52.5,52.5,52.5
2019-01-28,50.95000076293945,50.95000076293945,50.95000076293945,50.95000076293945
2019-01-29,49.79999923706055,49.79999923706055,49.79999923706055,49.79999923706055
2019-01-30,48.31999969482422,48.31999969482422,48.31999969482422,48.31999969482422
2019-01-31,49.810001373291016,49.810001373291016,49.810001373291016,49.810001373291016
2019-02-01,48.790000915527344,48.790000915527344,48.790000915527344,48.790000915527344
2019-02-04,48.869998931884766,48.869998931884766,48.869998931884766,48.869998931884766
2019-02-05,48.619998931884766,48.619998931884766,48.619998931884766,48.619998931884766
2019-02-06,47.439998626708984,47.439998626708984,47.439998626708984,47.439998626708984
2019-02-07,48.970001220703125,48.970001220703125,48.970001220703125,48.970001220703125
2019-02-08,49.630001068115234,49.630001068115234,49.630001068115234,49.630001068115234
2019-02-11,48.31999969482422,48.31999969482422,48.31999969482422,48.31999969482422
2019-02-12,49.02000045776367,49.02000045776367,49.02000045776367,49.02000045776367
2019-02-13,48.16999816894531,48.16999816894531,48.16999816894531,48.16999816894531
2019-02-14,47.189998626708984,47.189998626708984,47.189998626708984,47.189998626708984
2019-02-15,45.72999954223633,45.72999954223633,45.72999954223633,45.72999954223633
2019-02-19,45.060001373291016,45.060001373291016,45.060001373291016,45.060001373291016
2019-02-20,44.540000915527344,44.540000915527344,44.540000915527344,44.540000915527344
2019-02-21,46.54999923706055,46.54999923706055,46.54999923706055,46.54999923706055
2019-02-22,47.220001220703125,47.220001220703125,47.220001220703125,47.220001220703125
2019-02-25,46.15999984741211,46.15999984741211,46.15999984741211,46.15999984741211
2019-02-26,46.279998779296875,46.279998779296875,46.279998779296875,46.279998779296875
2019-02-28,47.220001220703125,47.220001220703125,47.220001220703125,47.220001220703125
2019-03-01,47.900001525878906,47.900001525878906,47.900001525878906,47.900001525878906
2019-03-04,46.7400016784668,46.7400016784668,46.7400016784668,46.7400016784668
2019-03-05,45.86000061035156,45.86000061035156,45.86000061035156,45.86000061035156
2019-03-06,45.630001068115234,45.630001068115234,45.630001068115234,45.630001068115234
2019-03-07,45.83000183105469,45.83000183105469,45.83000183105469,45.83000183105469
2019-03-08,45.83000183105469,45.83000183105469,45.83000183105469,45.83000183105469
2019-03-11,44.84000015258789,44.84000015258789,44.84000015258789,44.84000015258789
2019-03-12,44.86000061035156,44.86000061035156,44.86000061035156,44.86000061035156
2019-03-13,44.56999969482422,44.56999969482422,44.56999969482422,44.56999969482422
2019-03-14,45.2400016784668,45.2400016784668,45.2400016784668,45.2400016784668
2019-03-15,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055
2019-03-18,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945
2019-03-19,43.68000030517578,43.68000030517578,43.68000030517578,43.68000030517578
2019-03-20,42.529998779296875,42.529998779296875,42.529998779296875,42.529998779296875
2019-03-21,44.5099983215332,44.5099983215332,44.5099983215332,44.5099983215332
2019-03-22,52.2599983215332,52.2599983215332,52.2599983215332,52.2599983215332
2019-03-25,57.11000061035156,57.11000061035156,57.11000061035156,57.11000061035156
2019-03-26,56.5099983215332,56.5099983215332,56.5099983215332,56.5099983215332
2019-03-27,60.970001220703125,60.970001220703125,60.970001220703125,60.970001220703125
2019-03-28,59.93000030517578,59.93000030517578,59.93000030517578,59.93000030517578
2019-03-29,58.54999923706055,58.54999923706055,58.54999923706055,58.54999923706055
2019-04-01,52.689998626708984,52.689998626708984,52.689998626708984,52.689998626708984
2019-04-02,54.209999084472656,54.209999084472656,54.209999084472656,54.209999084472656
2019-04-03,53.84000015258789,53.84000015258789,53.84000015258789,53.84000015258789
2019-04-04,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945
2019-04-05,49.220001220703125,49.220001220703125,49.220001220703125,49.220001220703125
2019-04-08,47.88999938964844,47.88999938964844,47.88999938964844,47.88999938964844
2019-04-09,48.83000183105469,48.83000183105469,48.83000183105469,48.83000183105469
2019-04-10,48.599998474121094,48.599998474121094,48.599998474121094,48.599998474121094
2019-04-11,46.900001525878906,46.900001525878906,46.900001525878906,46.900001525878906
2019-04-12,48.84000015258789,48.84000015258789,48.84000015258789,48.84000015258789
2019-04-15,47.63999938964844,47.63999938964844,47.63999938964844,47.63999938964844
2019-04-16,48.310001373291016,48.310001373291016,48.310001373291016,48.310001373291016
2019-04-17,48.650001525878906,48.650001525878906,48.650001525878906,48.650001525878906
2019-04-18,49.22999954223633,49.22999954223633,49.22999954223633,49.22999954223633
2019-04-22,48.779998779296875,48.779998779296875,48.779998779296875,48.779998779296875
2019-04-23,49.790000915527344,49.790000915527344,49.790000915527344,49.790000915527344
2019-04-24,50.52000045776367,50.52000045776367,50.52000045776367,50.52000045776367
2019-04-25,49.790000915527344,49.790000915527344,49.790000915527344,49.790000915527344
2019-04-26,49.43000030517578,49.43000030517578,49.43000030517578,49.43000030517578
2019-04-29,48.04999923706055,48.04999923706055,48.04999923706055,48.04999923706055
2019-04-30,49.470001220703125,49.470001220703125,49.470001220703125,49.470001220703125
2019-05-01,46.75,46.75,46.75,46.75
2019-05-02,46.720001220703125,46.720001220703125,46.720001220703125,46.720001220703125
2019-05-03,45.779998779296875,45.779998779296875,45.779998779296875,45.779998779296875
2019-05-06,47.81999969482422,47.81999969482422,47.81999969482422,47.81999969482422
2019-05-07,52.36000061035156,52.36000061035156,52.36000061035156,52.36000061035156
2019-05-08,51.310001373291016,51.310001373291016,51.310001373291016,51.310001373291016
2019-05-09,54.720001220703125,54.720001220703125,54.720001220703125,54.720001220703125
2019-05-10,53.4900016784668,53.4900016784668,53.4900016784668,53.4900016784668
2019-05-13,57.88999938964844,57.88999938964844,57.88999938964844,57.88999938964844
2019-05-14,55.349998474121094,55.349998474121094,55.349998474121094,55.349998474121094
2019-05-15,57.400001525878906,57.400001525878906,57.400001525878906,57.400001525878906
2019-05-16,56.97999954223633,56.97999954223633,56.97999954223633,56.97999954223633
2019-05-17,56.970001220703125,56.970001220703125,56.970001220703125,56.970001220703125
2019-05-20,56.54999923706055,56.54999923706055,56.54999923706055,56.54999923706055
2019-05-21,55.349998474121094,55.349998474121094,55.349998474121094,55.349998474121094
2019-05-22,54.959999084472656,54.959999084472656,54.959999084472656,54.959999084472656
2019-05-23,61.06999969482422,61.06999969482422,61.06999969482422,61.06999969482422
2019-05-24,60.540000915527344,60.540000915527344,60.540000915527344,60.540000915527344
2019-05-28,61.77000045776367,61.77000045776367,61.77000045776367,61.77000045776367
2019-05-29,63.15999984741211,63.15999984741211,63.15999984741211,63.15999984741211
2019-05-30,61.7400016784668,61.7400016784668,61.7400016784668,61.7400016784668
2019-05-31,72.68000030517578,72.68000030517578,72.68000030517578,72.68000030517578
2019-06-03,73.55999755859375,73.55999755859375,73.55999755859375,73.55999755859375
2019-06-04,75.26000213623047,75.26000213623047,75.26000213623047,75.26000213623047
2019-06-05,77.63999938964844,77.63999938964844,77.63999938964844,77.63999938964844
2019-06-06,73.41999816894531,73.41999816894531,73.41999816894531,73.41999816894531
2019-06-07,68.69000244140625,68.69000244140625,68.69000244140625,68.69000244140625
2019-06-10,65.62000274658203,65.62000274658203,65.62000274658203,65.62000274658203
2019-06-11,64.93000030517578,64.93000030517578,64.93000030517578,64.93000030517578
2019-06-12,68.43000030517578,68.43000030517578,68.43000030517578,68.43000030517578
2019-06-13,75.73999786376953,75.73999786376953,75.73999786376953,75.73999786376953
2019-06-14,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422
2019-06-17,76.87999725341797,76.87999725341797,76.87999725341797,76.87999725341797
2019-06-18,76.73999786376953,76.73999786376953,76.73999786376953,76.73999786376953
2019-06-19,71.37000274658203,71.37000274658203,71.37000274658203,71.37000274658203
2019-06-20,72.37000274658203,72.37000274658203,72.37000274658203,72.37000274658203
2019-06-21,74.62999725341797,74.62999725341797,74.62999725341797,74.62999725341797
2019-06-24,73.76000213623047,73.76000213623047,73.76000213623047,73.76000213623047
2019-06-25,74.22000122070312,74.22000122070312,74.22000122070312,74.22000122070312
2019-06-26,73.7300033569336,73.7300033569336,73.7300033569336,73.7300033569336
2019-06-27,69.91999816894531,69.91999816894531,69.91999816894531,69.91999816894531
2019-06-28,70.43000030517578,70.43000030517578,70.43000030517578,70.43000030517578
2019-07-01,66.52999877929688,66.52999877929688,66.52999877929688,66.52999877929688
2019-07-02,68.5999984741211,68.5999984741211,68.5999984741211,68.5999984741211
2019-07-03,68.33000183105469,68.33000183105469,68.33000183105469,68.33000183105469
2019-07-05,65.27999877929688,65.27999877929688,65.27999877929688,65.27999877929688
2019-07-08,63.220001220703125,63.220001220703125,63.220001220703125,63.220001220703125
2019-07-09,62.900001525878906,62.900001525878906,62.900001525878906,62.900001525878906
2019-07-10,62.38999938964844,62.38999938964844,62.38999938964844,62.38999938964844
2019-07-11,62.959999084472656,62.959999084472656,62.959999084472656,62.959999084472656
2019-07-12,62.779998779296875,62.779998779296875,62.779998779296875,62.779998779296875
2019-07-15,61.900001525878906,61.900001525878906,61.900001525878906,61.900001525878906
2019-07-16,61.290000915527344,61.290000915527344,61.290000915527344,61.290000915527344
2019-07-17,62.290000915527344,62.290000915527344,62.290000915527344,62.290000915527344
2019-07-18,63.119998931884766,63.119998931884766,63.119998931884766,63.119998931884766
2019-07-19,63.86000061035156,63.86000061035156,63.86000061035156,63.86000061035156
2019-07-22,60.970001220703125,60.970001220703125,60.970001220703125,60.970001220703125
